Date,Close
12/9/2015 16:00:00,0.06
12/10/2015 16:00:00,0.08
12/14/2015 16:00:00,0.06
12/23/2015 16:00:00,0.06
1/8/2016 16:00:00,0.08
1/14/2016 16:00:00,0.07
1/20/2016 16:00:00,0.05
1/22/2016 16:00:00,0.06
1/27/2016 16:00:00,0.06
2/1/2016 16:00:00,0.05
2/4/2016 16:00:00,0.05
2/10/2016 16:00:00,0.05
2/12/2016 16:00:00,0.05
2/19/2016 16:00:00,0.05
2/29/2016 16:00:00,0.05
3/2/2016 16:00:00,0.05
3/4/2016 16:00:00,0.05
3/7/2016 16:00:00,0.06
3/8/2016 16:00:00,0.06
3/16/2016 16:00:00,0.05
3/18/2016 16:00:00,0.05
3/23/2016 16:00:00,0.06
3/24/2016 16:00:00,0.05
3/28/2016 16:00:00,0.05
4/1/2016 16:00:00,0.05
4/6/2016 16:00:00,0.06
4/7/2016 16:00:00,0.06
4/12/2016 16:00:00,0.05
4/14/2016 16:00:00,0.07
4/15/2016 16:00:00,0.06
4/18/2016 16:00:00,0.05
4/20/2016 16:00:00,0.06
4/21/2016 16:00:00,0.06
4/22/2016 16:00:00,0.05
4/25/2016 16:00:00,0.05
5/6/2016 16:00:00,0.05
5/9/2016 16:00:00,0.06
5/16/2016 16:00:00,0.06
5/18/2016 16:00:00,0.06
5/24/2016 16:00:00,0.06
5/26/2016 16:00:00,0.08
5/27/2016 16:00:00,0.06
5/31/2016 16:00:00,0.09
6/1/2016 16:00:00,0.07
6/2/2016 16:00:00,0.08
6/7/2016 16:00:00,0.08
6/8/2016 16:00:00,0.08
6/10/2016 16:00:00,0.08
6/16/2016 16:00:00,0.09
6/20/2016 16:00:00,0.09
6/21/2016 16:00:00,0.09
6/22/2016 16:00:00,0.1
6/30/2016 16:00:00,0.08
7/12/2016 16:00:00,0.09
7/14/2016 16:00:00,0.09
7/15/2016 16:00:00,0.1
7/19/2016 16:00:00,0.08
7/20/2016 16:00:00,0.08
7/21/2016 16:00:00,0.07
7/22/2016 16:00:00,0.08
7/27/2016 16:00:00,0.08
8/3/2016 16:00:00,0.09
8/5/2016 16:00:00,0.08
8/10/2016 16:00:00,0.11
8/11/2016 16:00:00,0.09
8/16/2016 16:00:00,0.1
8/18/2016 16:00:00,0.1
8/22/2016 16:00:00,0.11
8/23/2016 16:00:00,0.1
8/24/2016 16:00:00,0.1
8/25/2016 16:00:00,0.1
8/26/2016 16:00:00,0.11
8/29/2016 16:00:00,0.11
8/30/2016 16:00:00,0.11
9/2/2016 16:00:00,0.11
9/9/2016 16:00:00,0.11
9/13/2016 16:00:00,0.1
9/15/2016 16:00:00,0.1
9/20/2016 16:00:00,0.09
9/21/2016 16:00:00,0.1
9/23/2016 16:00:00,0.09
9/26/2016 16:00:00,0.1
9/30/2016 16:00:00,0.1
10/3/2016 16:00:00,0.1
10/4/2016 16:00:00,0.1
10/11/2016 16:00:00,0.09
10/13/2016 16:00:00,0.08
10/14/2016 16:00:00,0.08
10/19/2016 16:00:00,0.08
10/20/2016 16:00:00,0.08
10/24/2016 16:00:00,0.08
10/27/2016 16:00:00,0.08
11/1/2016 16:00:00,0.08
11/8/2016 16:00:00,0.08
11/10/2016 16:00:00,0.07
11/11/2016 16:00:00,0.07
11/14/2016 16:00:00,0.08
11/18/2016 16:00:00,0.07
11/21/2016 16:00:00,0.07
11/22/2016 16:00:00,0.06
11/23/2016 16:00:00,0.07
12/1/2016 16:00:00,0.06
12/7/2016 16:00:00,0.06
12/9/2016 16:00:00,0.07
12/12/2016 16:00:00,0.07
12/19/2016 16:00:00,0.07
12/20/2016 16:00:00,0.08
12/21/2016 16:00:00,0.09
12/22/2016 16:00:00,0.1
12/23/2016 16:00:00,0.1
12/28/2016 16:00:00,0.1
12/29/2016 16:00:00,0.1
12/30/2016 16:00:00,0.1
1/3/2017 16:00:00,0.1
1/5/2017 16:00:00,0.1
1/6/2017 16:00:00,0.11
1/9/2017 16:00:00,0.17
1/10/2017 16:00:00,0.19
1/11/2017 16:00:00,0.18
1/12/2017 16:00:00,0.2
1/13/2017 16:00:00,0.2
1/17/2017 16:00:00,0.19
1/18/2017 16:00:00,0.2
1/19/2017 16:00:00,0.15
1/20/2017 16:00:00,0.12
1/24/2017 16:00:00,0.12
1/26/2017 16:00:00,0.12
1/27/2017 16:00:00,0.11
1/30/2017 16:00:00,0.12
1/31/2017 16:00:00,0.13
2/2/2017 16:00:00,0.12
2/3/2017 16:00:00,0.11
2/7/2017 16:00:00,0.11
2/8/2017 16:00:00,0.11
2/9/2017 16:00:00,0.1
2/14/2017 16:00:00,0.11
2/16/2017 16:00:00,0.11
2/17/2017 16:00:00,0.11
2/22/2017 16:00:00,0.14
2/23/2017 16:00:00,0.15
3/2/2017 16:00:00,0.16
3/3/2017 16:00:00,0.25
3/6/2017 16:00:00,0.27
3/7/2017 16:00:00,0.2
3/8/2017 16:00:00,0.2
3/9/2017 16:00:00,0.16
3/10/2017 16:00:00,0.19
3/13/2017 16:00:00,0.26
3/14/2017 16:00:00,0.19
3/16/2017 16:00:00,0.22
3/17/2017 16:00:00,0.18
3/23/2017 16:00:00,0.2
3/24/2017 16:00:00,0.2
3/27/2017 16:00:00,0.18
3/28/2017 16:00:00,0.17
3/30/2017 16:00:00,0.16
4/3/2017 16:00:00,0.22
4/5/2017 16:00:00,0.18
4/7/2017 16:00:00,0.18
4/12/2017 16:00:00,0.2
4/13/2017 16:00:00,0.18
4/18/2017 16:00:00,0.19
4/21/2017 16:00:00,0.18
4/24/2017 16:00:00,0.2
4/25/2017 16:00:00,0.18
4/26/2017 16:00:00,0.17
4/27/2017 16:00:00,0.17
4/28/2017 16:00:00,0.16
5/1/2017 16:00:00,0.17
5/2/2017 16:00:00,0.17
5/3/2017 16:00:00,0.16
5/4/2017 16:00:00,0.16
5/5/2017 16:00:00,0.16
5/8/2017 16:00:00,0.18
5/9/2017 16:00:00,0.15
5/10/2017 16:00:00,0.17
5/12/2017 16:00:00,0.17
5/15/2017 16:00:00,0.16
5/19/2017 16:00:00,0.2
5/23/2017 16:00:00,0.17
5/24/2017 16:00:00,0.17
5/31/2017 16:00:00,0.18
6/1/2017 16:00:00,0.18
6/2/2017 16:00:00,0.18
6/8/2017 16:00:00,0.17
6/14/2017 16:00:00,0.15
6/15/2017 16:00:00,0.15
6/21/2017 16:00:00,0.14
6/22/2017 16:00:00,0.14
6/23/2017 16:00:00,0.14
6/27/2017 16:00:00,0.18
6/29/2017 16:00:00,0.19
6/30/2017 16:00:00,0.19
7/4/2017 16:00:00,0.18
7/5/2017 16:00:00,0.16
7/6/2017 16:00:00,0.18
7/7/2017 16:00:00,0.18
7/11/2017 16:00:00,0.16
7/12/2017 16:00:00,0.18
7/17/2017 16:00:00,0.18
7/24/2017 16:00:00,0.16
7/27/2017 16:00:00,0.16
7/31/2017 16:00:00,0.19
8/1/2017 16:00:00,0.17
8/2/2017 16:00:00,0.17
8/3/2017 16:00:00,0.17
8/4/2017 16:00:00,0.16
8/8/2017 16:00:00,0.19
8/14/2017 16:00:00,0.16
8/16/2017 16:00:00,0.16
8/21/2017 16:00:00,0.16
8/25/2017 16:00:00,0.16
8/28/2017 16:00:00,0.16
8/29/2017 16:00:00,0.17
8/30/2017 16:00:00,0.18
9/6/2017 16:00:00,0.17
9/7/2017 16:00:00,0.16
9/11/2017 16:00:00,0.15
9/12/2017 16:00:00,0.14
9/13/2017 16:00:00,0.14
9/14/2017 16:00:00,0.16
9/15/2017 16:00:00,0.15
9/18/2017 16:00:00,0.14
9/19/2017 16:00:00,0.14
9/26/2017 16:00:00,0.14
9/27/2017 16:00:00,0.14
10/2/2017 16:00:00,0.14
10/5/2017 16:00:00,0.13
10/10/2017 16:00:00,0.13
10/19/2017 16:00:00,0.14
10/20/2017 16:00:00,0.14
10/25/2017 16:00:00,0.16
10/27/2017 16:00:00,0.13
10/31/2017 16:00:00,0.16
11/2/2017 16:00:00,0.13
11/3/2017 16:00:00,0.14
11/6/2017 16:00:00,0.16
11/7/2017 16:00:00,0.16
11/8/2017 16:00:00,0.16
11/13/2017 16:00:00,0.18
11/16/2017 16:00:00,0.14
11/20/2017 16:00:00,0.14
11/21/2017 16:00:00,0.18
11/22/2017 16:00:00,0.19
11/23/2017 16:00:00,0.19
11/24/2017 16:00:00,0.2
11/27/2017 16:00:00,0.19
11/29/2017 16:00:00,0.21
11/30/2017 16:00:00,0.2
12/1/2017 16:00:00,0.18
12/4/2017 16:00:00,0.19
12/5/2017 16:00:00,0.18
12/6/2017 16:00:00,0.15
12/7/2017 16:00:00,0.15
12/11/2017 16:00:00,0.18
12/15/2017 16:00:00,0.18
